Date,Object,Price,Location,Category,Object Type,Material,Seller,Link
2019-12-22 00:00:00,"Dec 22 , 2019 Ax culture of gave Goligrady is approximately 1250 1050 BC . ",141.5,Ukraine,?,?,?,sergii78,https://www.ebay.com/itm/Ax-culture-of-Gava-Goligrady-is-approximately-1250-1050-BC/233432391076?hash=item3659a79da4%3Ag%3AuSEAAOSwu4pd8ra%7E&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 Battle Ax , with an ornament , kieran Rus , Vikings 11 with century AD . ",113.5,Ukraine,viking | russian | ,decoration | ,?,sergii78,https://www.ebay.com/itm/Battle-Ax-with-an-ornament-Kievan-Rus-Vikings-11-12th-century-AD/233432441599?hash=item3659a862ff%3Ag%3A3UIAAOSwjydd8srl&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 Battle listen , kieran Rus Vikings 11 with century AD . ",96.56,Ukraine,russian | viking | ,?,?,sergii78,https://www.ebay.com/itm/Battle-Kisten-Kievan-Rus-Vikings-11-13th-century-AD/233435447722?hash=item3659d641aa%3Ag%3Afj8AAOSwENVd9r8T&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT EGYPTIAN died STABILITY SYMBOL AMULET CIRCA.770 33245 ",13.07,United Kingdom,egyptian  | ,religious | ,?,ancient_history,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-DJED-STABILITY-SYMBOL-AMULET-CIRCA-770-332BC/324013718355?hash=item4b70b8fb53%3Ag%3AohQAAOSwRRhd8i9D&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT EGYPTIAN FAIENCE KEY OF LIFE WITH DETAILING CIRCA 770 33083 ",13.61,United Kingdom,egyptian  | ,household | ,terracotta | ,ancient_history,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-FAIENCE-KEY-OF-LIFE-WITH-DETAILING-CIRCA-770-330BC/324013718394?hash=item4b70b8fb7a%3Ag%3AC4cAAOSwyDNd2nEp&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT EGYPTIAN FAIENCE shanti shanti COVERED IN COPTIC CLOTH ",56.21,United Kingdom,egyptian  | ,statue | clothing | ,terracotta | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-FAIENCE-USHABTI-SHABTI-COVERED-IN-COPTIC-CLOTH/153762863064?hash=item23ccfb17d8%3Ag%3AbYwAAOSw6Fhd9kWZ&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE STATUE OF WINGED ISIS ",60.13,United Kingdom,egyptian  | ,statue | religious | ,terracotta | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-GLAZED-FAIENCE-STATUE-OF-WINGED-ISIS/153762863612?hash=item23ccfb19fc%3Ag%3AhwUAAOSwA89d9kXa&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT EGYPTIAN GLAZED FAIENCE STATUETTE ISIS NURSING BABY HORUS ",33.98,United Kingdom,egyptian  | ,statue | religious | ,terracotta | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-EGYPTIAN-GLAZED-FAIENCE-STATUETTE-ISIS-NURSING-BABY-HORUS/153762867731?hash=item23ccfb2a13%3Ag%3AT8YAAOSwh4Bd9kd1&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT ROMAN BRONZE PENDANT DEPICTING YOUNG EMPEROR CIRCA 200 30059 ",53.59,United Kingdom,roman | ,jewellery | ,metal | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-ROMAN-BRONZE-PENDANT-DEPICTING-YOUNG-EMPEROR-CIRCA-200-300AD/153762719699?hash=item23ccf8e7d3%3Ag%3AtiUAAOSw7oBd9hqE&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT ROMAN SILVER AMULET WITH DEPICTION OF LEGIONARY LION ",65.36,Bulgaria,roman | ,religious | ,metal | ,legiofretensis,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-ROMAN-SILVER-AMULET-WITH-DEPICTION-OF-LEGIONARY-LION/174122337500?hash=item288a8004dc%3Ag%3AtZMAAOSwA75d8MdA&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT STYLE GOLD PLATED RING WITH GREEK COIN INSERT ",5.49,United Kingdom,greek | ,jewellery | coin | ,metal | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-STYLE-GOLD-PLATED-RING-WITH-GREEK-COIN-INSERT/153762763255?hash=item23ccf991f7%3Ag%3A6MAAAOSwotJd9ifS&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL ANCIENT VIKING STYLE SOLID SILVER BRACELET WITH DRAGON HEAD TERMINALS ",53.36,United Kingdom,viking | ,jewellery | ,metal | ,ancient_history,https://www.ebay.com/itm/BEAUTIFUL-ANCIENT-VIKING-STYLE-SOLID-SILVER-BRACELET-WITH-DRAGON-HEAD-TERMINALS/324013712133?hash=item4b70b8e305%3Ag%3AYugAAOSwT7Nd6TK6&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL LATE PHOENICIAN / ROMAN PERIOD BLUE GLASS VESSEL CIRCA 200 100BCE ",33.98,United Kingdom,roman | near east | ,vessel | ,glass | ,ancient_history,https://www.ebay.com/itm/BEAUTIFUL-LATE-PHOENICIAN-ROMAN-PERIOD-BLUE-GLASS-VESSEL-CIRCA-200-100BCE/324013712300?hash=item4b70b8e3ac%3Ag%3ANgEAAOSw3vpd6THl&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BEAUTIFUL POST MEDIEVAL ISLAMIC SILVER RING WITH AGATE INTAGLIO STONE ",20.91,United Kingdom,medieval | islamic | ,jewellery | ,metal | stone | ,antiquiti,https://www.ebay.com/itm/BEAUTIFUL-POST-MEDIEVAL-ISLAMIC-SILVER-RING-WITH-AGATE-INTAGLIO-STONE/153762763573?hash=item23ccf99335%3Ag%3AvHAAAOSwvd9d9igB&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 blue and silver rare tootsietoy ford tanker truck ",3.0,United States,?,?,metal | ,xan25_29,https://www.ebay.com/itm/blue-and-silver-rare-tootsietoy-ford-tanker-truck/312891813825?hash=item48d9ce2fc1%3Ag%3AzxcAAOSw93xd9mUD&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 Bronze spear tip of the Late Bronze Age , Type d' Belozersky culture d' ",45.0,Ukraine,bronze age | ,weapon | ,metal | ,sergii78,https://www.ebay.com/itm/Bronze-spear-tip-of-the-Late-Bronze-Age-Type-Belozersky-culture/233432413261?hash=item3659a7f44d%3Ag%3A4SsAAOSw10Fd8sGW&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BRONZE GREEK COIN s83 ",10.0,Estonia,greek | ,coin | ,metal | ,numismatic.history.coins,https://www.ebay.com/itm/BRONZE-GREEK-COIN-83/153765093715?hash=item23cd1d2153%3Ag%3ASwQAAOSwiS9d-K16&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BRONZE GREEK COIN 784 ",0.99,Estonia,greek | ,coin | ,metal | ,numismatic.history.coins,https://www.ebay.com/itm/BRONZE-GREEK-COIN-84/153765096706?hash=item23cd1d2d02%3Ag%3AhI8AAOSw3F5d-K56&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BYZANTINE BRONZE SQUARE WEIGHT CIRCA 500 700 AD 88.767  ",28.76,Cyprus,greek | ,tool | ,metal | ,ancientground,https://www.ebay.com/itm/BYZANTINE-BRONZE-SQUARE-WEIGHT-CIRCA-500-700-AD-88-76gr/392589942233?hash=item5b682f1dd9%3Ag%3AuX8AAOSwnxxd9m75&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BYZANTINE BRONZE SQUARE WEIGHT CIRCA 500 700 AD 90.8769 ",45.75,Cyprus,greek | ,tool | ,metal | ,ancientground,https://www.ebay.com/itm/BYZANTINE-BRONZE-SQUARE-WEIGHT-CIRCA-500-700-AD-90-87gr/202854903323?hash=item2f3b182e1b%3Ag%3A79kAAOSwrxpd9lzH&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BYZANTINE CRUSADERS SILVER CROSS ",40.52,United Kingdom,greek | near east | ,religious | ,metal | ,mary_g-1,https://www.ebay.com/itm/BYZANTINE-CRUSADERS-SILVER-CROSS/223795043351?hash=item341b395c17%3Ag%3A9g4AAOSwuEhd9Nki&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 BYZANTINE SILVER MEDALLION DRAGON ",37.91,United Kingdom,greek | ,jewellery | ,metal | ,mary_g-1,https://www.ebay.com/itm/BYZANTINE-SILVER-MEDALLION-DRAGON/223794968045?hash=item341b3835ed%3Ag%3A7EwAAOSwJ%7Ehd9M2s&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 Canaanite Early Bronze age circa 3000BC.Terracotta BOWL , Pre Judaea Pottery . ",119.99,Israel,bronze age | near east | ,vessel | ,metal | terracotta | ,pharaoh_crypt,https://www.ebay.com/itm/Canaanite-Early-Bronze-age-circa-3000BC-Terracotta-BOWL-Pre-Judaea-Pottery/372877211003?hash=item56d136b57b%3Ag%3AwW0AAOSwxtVcSYLt&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CHINA 1800 AD JADE STONE SCULPTURE AMULET RELIGIOUS PENDANT ",26.14,Cyprus,china | ,religious | jewellery | ,stone | ,ancientground,https://www.ebay.com/itm/CHINA-1800-AD-JADE-STONE-SCULPTURE-AMULET-RELIGIOUS-PENDANT/202854905227?hash=item2f3b18358b%3Ag%3ACT0AAOSwRs1d9l2R&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CHINA CIRCA 1850 1900 AD ROUND BLACK MARBLE ZODIAC AMULET ORNAMENT ",23.53,Cyprus,china | ,religious | decoration | ,stone | ,ancientground,https://www.ebay.com/itm/CHINA-CIRCA-1850-1900-AD-ROUND-BLACK-MARBLE-ZODIAC-AMULET-ORNAMENT/392589912203?hash=item5b682ea88b%3Ag%3AeoUAAOSwyC1d9mQq&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 zimmerman bronze bracelet , 5 3 centuries BC . ",26.0,Ukraine,?,jewellery | ,metal | ,sergii78,https://www.ebay.com/itm/Cimmerian-bronze-bracelet-5-3-centuries-BC/233435363020?hash=item3659d4f6cc%3Ag%3AFYAAAOSwCtFd9qCl&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 zimmerman geomorphic bronze bracelet , 5 3 centuries BC . ",23.4,Ukraine,?,jewellery | ,metal | ,sergii78,https://www.ebay.com/itm/Cimmerian-zoomorphic-bronze-bracelet-5-3-centuries-BC/233435347041?hash=item3659d4b861%3Ag%3AEqoAAOSw0Gxd9ps5&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 100 AD ROMAN BRONZE PHALLUS PENDANT AMULET WITH TOW DOLPHINS ",49.67,Cyprus,roman | ,jewellery | religious | ,metal | ,ancientground,https://www.ebay.com/itm/CIRCA-100-AD-ROMAN-BRONZE-PHALLUS-PENDANT-AMULET-WITH-TOW-DOLPHINS/392589958388?hash=item5b682f5cf4%3Ag%3AQScAAOSwictd9nSR&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 100 300 AD ROMAN BRONZE GODDESS STATUE ",20.91,Cyprus,roman | ,religious | statue | ,metal | ,ancientground,https://www.ebay.com/itm/CIRCA-100-300-AD-ROMAN-BRONZE-GODDESS-STATUE/202854905881?hash=item2f3b183819%3Ag%3AakwAAOSwQjhd9l3l&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 100 300 AD STANDING ROMAN SILVER BUST PENDANT AMULET ",13.72,Cyprus,roman | ,jewellery | religious | statue | ,metal | ,ancientground,https://www.ebay.com/itm/CIRCA-100-300-AD-STANDING-ROMAN-SILVER-BUST-PENDANT-AMULET/392589906831?hash=item5b682e938f%3Ag%3A1tMAAOSwUG1d9mHf&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 Circa 1000 500 BC Egyptian Colored Faience shanti Statue ",13.72,Cyprus,egyptian  | ,statue | ,terracotta | ,ancientground,https://www.ebay.com/itm/Circa-1000-500-BC-Egyptian-Colored-Faience-Shabti-Statue/392589823843?hash=item5b682d4f63%3Ag%3AMmwAAOSwZL5d9lQP&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 1000.0 VIKING ERA NORSE BRONZE RING WITH BLUE STONE INSET ",22.22,United Kingdom,viking | ,jewellery | ,metal | stone | ,antiquiti,https://www.ebay.com/itm/CIRCA-1000AD-VIKING-ERA-NORSE-BRONZE-RING-WITH-BLUE-STONE-INSET/153762765323?hash=item23ccf99a0b%3Ag%3A1cIAAOSwW4Jd9iiL&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 1000BCE ANCIENT puritan BRONZE HUMANOID FIGURE VERY INTERESTING ",36.6,United Kingdom,?,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-1000BCE-ANCIENT-LURISTAN-BRONZE-HUMANOID-FIGURE-VERY-INTERESTING/153762872135?hash=item23ccfb3b47%3Ag%3A6W0AAOSw2Apd9kh1&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 1500 1600 AD GREEK CHRISTIAN CROSS PENDANT NOT WEARABLE ",16.34,Cyprus,greek | ,religious | jewellery | ,?,ancientground,https://www.ebay.com/itm/CIRCA-1500-1600-AD-GREEK-CHRISTIAN-CROSS-PENDANT-NOT-WEARABLE/202854947645?hash=item2f3b18db3d%3Ag%3ACmIAAOSwfidd9mkY&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE BUST OF DIANA EUROPEAN FINDS SUPERB ",45.75,United Kingdom,roman | european | ,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-BUST-OF-DIANA-EUROPEAN-FINDS-SUPERB/153762645527?hash=item23ccf7c617%3Ag%3AOeUAAOSw2Vdd9gFJ&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE CASKET KEY RING AUTHENTIC ARTEFACT ",41.83,United Kingdom,roman | ,jewellery | household | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-CASKET-KEY-RING-AUTHENTIC-ARTEFACT/153762865078?hash=item23ccfb1fb6%3Ag%3A9kAAAOSwz8Vd9kZ8&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE CEREMONIAL FACE WITH HUMANOID FACE ",57.51,United Kingdom,roman | ,?,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-CEREMONIAL-FACE-WITH-HUMANOID-FACE/153763419308?hash=item23cd0394ac%3Ag%3AnGYAAOSwsvVd2-Xg&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE MOUNT WITH EAGLE ON TOP EUROPEAN FINDS ",28.76,United Kingdom,roman | european | ,tool | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-MOUNT-WITH-EAGLE-ON-TOP-EUROPEAN-FINDS/153762779845?hash=item23ccf9d2c5%3Ag%3AdhEAAOSwzWFd9iyD&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE OIL LAMP WITH BEARDED MALE FACE DEPICTION ",100.65,United Kingdom,roman | ,vessel | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-OIL-LAMP-WITH-BEARDED-MALE-FACE-DEPICTION/153762638004?hash=item23ccf7a8b4%3Ag%3ABrAAAOSwNq9d9f5L&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE PANEL DEPICTING SCENE OF FAMILY RARE ",53.59,United Kingdom,roman | ,?,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-PANEL-DEPICTING-SCENE-OF-FAMILY-RARE/153762643683?hash=item23ccf7bee3%3Ag%3Ax4oAAOSw6vBd9gBH&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE PANEL WITH TWO GOLD GILDED FACES RARE ",70.58,United Kingdom,roman | ,?,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-PANEL-WITH-TWO-GOLD-GILDED-FACES-RARE/153762866656?hash=item23ccfb25e0%3Ag%3AHA4AAOSwfedd9kb4&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE PLATE TYPE BROOCH IN THE FORM OF A STAG ",24.83,United Kingdom,roman | ,clothing | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-PLATE-TYPE-BROOCH-IN-THE-FORM-OF-A-STAG/153762771571?hash=item23ccf9b273%3Ag%3A2XwAAOSwCAdd9irg&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE STATUE FRAGMENT BUST OF APOLLO RARE ",32.68,United Kingdom,roman | ,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-STATUE-FRAGMENT-BUST-OF-APOLLO-RARE/153762780455?hash=item23ccf9d527%3Ag%3AlxUAAOSwxaNd9iy6&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE STATUE FRAGMENT BUST OF SENATORIAL FIGURE ",60.85,United Kingdom,roman | ,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-STATUE-FRAGMENT-BUST-OF-SENATORIAL-FIGURE/153762726837?hash=item23ccf903b5%3Ag%3AYAgAAOSwGThd9hys&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE STATUE PENDANT OF PRIAPUS EUROPEAN ",54.38,United Kingdom,roman | european | ,statue | jewellery | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-STATUE-PENDANT-OF-PRIAPUS-EUROPEAN/153762768395?hash=item23ccf9a60b%3Ag%3AtSsAAOSwDCBd9ik0&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE STATUETTE OF DIANA AND BEAST SCARCE ",81.04,United Kingdom,roman | ,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-STATUETTE-OF-DIANA-AND-BEAST-SCARCE/153762644185?hash=item23ccf7c0d9%3Ag%3ASicAAOSw99Rd9gCK&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN BRONZE STATUETTE OF MERCURY EUROPEAN FINDS ",64.05,United Kingdom,roman | european | ,statue | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-BRONZE-STATUETTE-OF-MERCURY-EUROPEAN-FINDS/153762779593?hash=item23ccf9d1c9%3Ag%3AI88AAOSwuOJd9ixn&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN CLEAR GLASS OIL LAMP WITH IRIDESCENT PATINA ",50.58,United Kingdom,roman | ,vessel | ,glass | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-CLEAR-GLASS-OIL-LAMP-WITH-IRIDESCENT-PATINA/153763457514?hash=item23cd0429ea%3Ag%3ASXYAAOSwPMNdw%7EN0&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN TERRACOTTA OIL LAMP IN THE FORM OF A handled FOOT ",29.75,United Kingdom,roman | ,vessel | ,terracotta | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-TERRACOTTA-OIL-LAMP-IN-THE-FORM-OF-A-SANDLED-FOOT/153762857678?hash=item23ccfb02ce%3Ag%3A42oAAOSwW4Jd9kPn&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN TERRACOTTA edward OIL LAMP VERY NICE ",33.67,United Kingdom,roman | ,vessel | ,terracotta | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-TERRACOTTA-REDWARE-OIL-LAMP-VERY-NICE/153762639788?hash=item23ccf7afac%3Ag%3AWsUAAOSwPGBd9f54&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 ANCIENT ROMAN TERRACOTTA STATUE FRAGMENT HEAD OF DIANA ",124.03,United Kingdom,roman | ,statue | ,terracotta | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-ANCIENT-ROMAN-TERRACOTTA-STATUE-FRAGMENT-HEAD-OF-DIANA/153762868913?hash=item23ccfb2eb1%3Ag%3AsgkAAOSwbl9d9kfr&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 200 30059 FINEST ROMAN BRONZE PHALLIC FERTILITY PHALLUS AMULET ",28.76,United Kingdom,roman | ,religious | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-200-300AD-FINEST-ROMAN-BRONZE-PHALLIC-FERTILITY-PHALLUS-AMULET/153762767821?hash=item23ccf9a3cd%3Ag%3AkfAAAOSw0dZd9ijh&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 300 400.8 ANCIENT ROMAN BRONZE AND IRON CUTLERY TOOL ",81.69,United Kingdom,roman | ,tool | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-300-400AD-ANCIENT-ROMAN-BRONZE-AND-IRON-CUTLERY-TOOL/153762713367?hash=item23ccf8cf17%3Ag%3AU2cAAOSwEaJd9hfr&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 300 400.8 ANCIENT ROMAN BRONZE LEGIONARY TRUMPET BROOCH EUROPE ",5.16,United Kingdom,roman | european | ,clothing | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-300-400AD-ANCIENT-ROMAN-BRONZE-LEGIONARY-TRUMPET-BROOCH-EUROPE/153762770611?hash=item23ccf9aeb3%3Ag%3Aej8AAOSwvBpd9ipy&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 300 400.8 ANCIENT ROMAN IMPERIAL CROSSBOW BROOCH MILITARY BROOCH EUROPE ",14.42,United Kingdom,roman | european | ,clothing | religious | ,?,antiquiti,https://www.ebay.com/itm/CIRCA-300-400AD-ANCIENT-ROMAN-IMPERIAL-CROSSBOW-BROOCH-MILITARY-BROOCH-EUROPE/153762708018?hash=item23ccf8ba32%3Ag%3AQswAAOSwGYNd9hac&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 300 400.8 ROMAN EMPIRE IMPERIAL BRONZE FIBULA BROOCH ",9.8,United Kingdom,roman | ,clothing | ,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-300-400AD-ROMAN-EMPIRE-IMPERIAL-BRONZE-FIBULA-BROOCH/153762771004?hash=item23ccf9b03c%3Ag%3A1MwAAOSwRfNd9iqv&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 30059 ANCIENT ROMAN BRONZE PANEL DEPICTING cues THROWING THUNDER GOLD GILT ",32.68,United Kingdom,roman | ,?,metal | ,antiquiti,https://www.ebay.com/itm/CIRCA-300AD-ANCIENT-ROMAN-BRONZE-PANEL-DEPICTING-ZUES-THROWING-THUNDER-GOLD-GILT/153762866986?hash=item23ccfb272a%3Ag%3AT5IAAOSwh4Bd9kcf&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 300BCE ANCIENT GREEK TERRACOTTA hangar FIGURINE STANDING LADY ",30.06,United Kingdom,greek | ,statue | ,terracotta | ,antiquiti,https://www.ebay.com/itm/CIRCA-300BCE-ANCIENT-GREEK-TERRACOTTA-TANGARU-FIGURINE-STANDING-LADY/153762650919?hash=item23ccf7db27%3Ag%3AavUAAOSwXetd9gNN&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 4500BCE ANCIENT NEOLITHIC PREHISTORIC vince FIGURINE ALIEN FORM VERY RARE ",535.91,United Kingdom,pre-historic | ,statue | ,?,antiquiti,https://www.ebay.com/itm/CIRCA-4500BCE-ANCIENT-NEOLITHIC-PREHISTORIC-VINCA-FIGURINE-ALIEN-FORM-VERY-RARE/153762641512?hash=item23ccf7b668%3Ag%3AAkoAAOSwPn1d9f8B&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 500 AD GERMANIC SILVER RING DEPICTING DOUBLE HEADED EAGLE WEARABLE ",33.98,Cyprus,?,jewellery | ,metal | ,ancientground,https://www.ebay.com/itm/CIRCA-500-AD-GERMANIC-SILVER-RING-DEPICTING-DOUBLE-HEADED-EAGLE-WEARABLE/392589941314?hash=item5b682f1a42%3Ag%3AEdsAAOSwjCxd9m61&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 500 1000 AD BYZANTINE SILVER EARRING INTACT ",24.83,Cyprus,greek | ,jewellery | ,metal | ,ancientground,https://www.ebay.com/itm/CIRCA-500-1000-AD-BYZANTINE-SILVER-EARRING-INTACT/392589937498?hash=item5b682f0b5a%3Ag%3Ad%7EcAAOSwGf5d9m2o&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 500 200 BC ANCIENT GREEK UNCERTAIN ISLAND MALE TERRACOTTA STATUE ornament ",36.6,Cyprus,greek | ,statue | decoration | ,terracotta | ,ancientground,https://www.ebay.com/itm/CIRCA-500-200-BC-ANCIENT-GREEK-UNCERTAIN-ISLAND-MALE-TERRACOTTA-STATUE-ORNAMEN/392589953733?hash=item5b682f4ac5%3Ag%3ANEUAAOSw7UBd9nLu&LH_Auction=1
2019-12-22 00:00:00,"Dec 22 , 2019 CIRCA 500BCE ANCIENT CELTIC HALSTATT SPIRAL SPECTACLE BROOCH SUPERB ",74.35,United Kingdom,celtic | ,clothing | ,?,antiquiti,https://www.ebay.com/itm/CIRCA-500BCE-ANCIENT-CELTIC-HALSTATT-SPIRAL-SPECTACLE-BROOCH-SUPERB/153762705761?hash=item23ccf8b161%3Ag%3AL7AAAOSwhKZd9hZg&LH_Auction=1
